query,expected_state,expected_track,sample_duration,sample_start_position,degradation,predicted_track,best_score,second_best_score,margin,decision,correct_decision,processing_time,execution_status,error_message
yo.mp4,KNOWN,yo,5.0,22.671768707482993,MEDIUM,yo,66,1,65,MATCH,True,0.15,SUCCESS,
yo.mp4,KNOWN,yo,5.0,7.557256235827665,VOICE_OVER,yo,23,1,22,MATCH,True,0.16,SUCCESS,
yo.mp4,KNOWN,yo,5.0,15.11451247165533,VOICE_OVER,yo,80,1,79,MATCH,True,0.13,SUCCESS,
yo.mp4,KNOWN,yo,5.0,22.671768707482993,VOICE_OVER,yo,22,1,21,MATCH,True,0.15,SUCCESS,
yo.mp4,KNOWN,yo,5.0,7.557256235827665,SPEED_UP,yo,1,1,0,NO_MATCH,False,0.15,SUCCESS,
yo.mp4,KNOWN,yo,5.0,15.11451247165533,SPEED_UP,yo,3,3,0,NO_MATCH,False,0.14,SUCCESS,
yo.mp4,KNOWN,yo,5.0,22.671768707482993,SPEED_UP,songC,1,1,0,NO_MATCH,False,0.16,SUCCESS,
yo.mp4,KNOWN,yo,5.0,7.557256235827665,SLOW_DOWN,songA,1,1,0,NO_MATCH,False,0.16,SUCCESS,
yo.mp4,KNOWN,yo,5.0,15.11451247165533,SLOW_DOWN,Ab,1,1,0,NO_MATCH,False,0.15,SUCCESS,
yo.mp4,KNOWN,yo,5.0,22.671768707482993,SLOW_DOWN,kara,1,1,0,NO_MATCH,False,0.13,SUCCESS,
yo.mp4,KNOWN,yo,5.0,7.557256235827665,REVERB,yo,14,1,13,MATCH,True,0.3,SUCCESS,
yo.mp4,KNOWN,yo,5.0,15.11451247165533,REVERB,yo,16,1,15,MATCH,True,0.33,SUCCESS,
yo.mp4,KNOWN,yo,5.0,22.671768707482993,REVERB,yo,5,1,4,POSSIBLE_MATCH,True,0.31,SUCCESS,
yo.mp4,KNOWN,yo,8.0,7.557256235827665,CLEAN,yo,74,1,73,MATCH,True,0.14,SUCCESS,
yo.mp4,KNOWN,yo,8.0,15.11451247165533,CLEAN,yo,587,1,586,MATCH,True,0.13,SUCCESS,
yo.mp4,KNOWN,yo,8.0,7.557256235827665,LIGHT,yo,79,1,78,MATCH,True,0.17,SUCCESS,
yo.mp4,KNOWN,yo,8.0,15.11451247165533,LIGHT,yo,595,1,594,MATCH,True,0.16,SUCCESS,
yo.mp4,KNOWN,yo,8.0,7.557256235827665,MEDIUM,yo,70,1,69,MATCH,True,0.15,SUCCESS,
yo.mp4,KNOWN,yo,8.0,15.11451247165533,MEDIUM,yo,501,1,500,MATCH,True,2.22,SUCCESS,
yo.mp4,KNOWN,yo,8.0,7.557256235827665,VOICE_OVER,yo,31,2,29,MATCH,True,0.16,SUCCESS,
yo.mp4,KNOWN,yo,8.0,15.11451247165533,VOICE_OVER,yo,169,1,168,MATCH,True,0.16,SUCCESS,
yo.mp4,KNOWN,yo,8.0,7.557256235827665,SPEED_UP,lily,3,1,2,NO_MATCH,False,0.15,SUCCESS,
yo.mp4,KNOWN,yo,8.0,15.11451247165533,SPEED_UP,yo,3,3,0,NO_MATCH,False,0.15,SUCCESS,
yo.mp4,KNOWN,yo,8.0,7.557256235827665,SLOW_DOWN,lily,1,1,0,NO_MATCH,False,0.16,SUCCESS,
yo.mp4,KNOWN,yo,8.0,15.11451247165533,SLOW_DOWN,songB,1,1,0,NO_MATCH,False,0.15,SUCCESS,
yo.mp4,KNOWN,yo,8.0,7.557256235827665,REVERB,yo,17,1,16,MATCH,True,0.4,SUCCESS,
yo.mp4,KNOWN,yo,8.0,15.11451247165533,REVERB,yo,27,1,26,MATCH,True,0.42,SUCCESS,
yo.mp4,KNOWN,yo,10.0,7.557256235827665,CLEAN,yo,104,1,103,MATCH,True,0.18,SUCCESS,
yo.mp4,KNOWN,yo,10.0,15.11451247165533,CLEAN,yo,726,1,725,MATCH,True,0.16,SUCCESS,
yo.mp4,KNOWN,yo,10.0,7.557256235827665,LIGHT,yo,104,1,103,MATCH,True,0.16,SUCCESS,
yo.mp4,KNOWN,yo,10.0,15.11451247165533,LIGHT,yo,698,1,697,MATCH,True,0.19,SUCCESS,
yo.mp4,KNOWN,yo,10.0,7.557256235827665,MEDIUM,yo,105,1,104,MATCH,True,0.19,SUCCESS,
yo.mp4,KNOWN,yo,10.0,15.11451247165533,MEDIUM,yo,701,1,700,MATCH,True,0.15,SUCCESS,
yo.mp4,KNOWN,yo,10.0,7.557256235827665,VOICE_OVER,yo,57,2,55,MATCH,True,0.17,SUCCESS,
yo.mp4,KNOWN,yo,10.0,15.11451247165533,VOICE_OVER,yo,162,3,159,MATCH,True,0.18,SUCCESS,
yo.mp4,KNOWN,yo,10.0,7.557256235827665,SPEED_UP,lily,3,1,2,NO_MATCH,False,0.17,SUCCESS,
yo.mp4,KNOWN,yo,10.0,15.11451247165533,SPEED_UP,yo,3,3,0,NO_MATCH,False,0.19,SUCCESS,
yo.mp4,KNOWN,yo,10.0,7.557256235827665,SLOW_DOWN,lily,1,1,0,NO_MATCH,False,0.17,SUCCESS,
yo.mp4,KNOWN,yo,10.0,15.11451247165533,SLOW_DOWN,Ab,1,1,0,NO_MATCH,False,0.15,SUCCESS,
yo.mp4,KNOWN,yo,10.0,7.557256235827665,REVERB,yo,28,1,27,MATCH,True,0.51,SUCCESS,
yo.mp4,KNOWN,yo,10.0,15.11451247165533,REVERB,yo,54,1,53,MATCH,True,0.46,SUCCESS,
lily_test.mp4,UNKNOWN,,8.0,0.0,MEDIUM,kara,1,1,0,NO_MATCH,True,0.15,SUCCESS,
Unknown1.mp4,UNKNOWN,,8.0,0.0,MEDIUM,bt,2,1,1,NO_MATCH,True,0.16,SUCCESS,
Unknown2.mp4,UNKNOWN,,8.0,0.0,MEDIUM,kara,1,1,0,NO_MATCH,True,2.2,SUCCESS,
Unknown3.mp4,UNKNOWN,,8.0,0.0,MEDIUM,lily,1,1,0,NO_MATCH,True,0.16,SUCCESS,
Unknown4.mp4,UNKNOWN,,8.0,0.0,MEDIUM,kara,2,1,1,NO_MATCH,True,0.13,SUCCESS,
Unknown5.mp4,UNKNOWN,,8.0,0.0,MEDIUM,yo,2,1,1,NO_MATCH,True,0.16,SUCCESS,
